Name,Comment,Time,Likes,Reply Count
Ra One Gamerz,Awesome  X1000,2021-12-03T10:42:16Z,0,0
Nitin yadav,Most attractive iphone guru ji 🔥🔥,2021-12-03T10:42:01Z,2,0
Laddi Chhajli,Price,2021-12-03T10:41:54Z,0,0
abdur rehman,Yuck. They gave normal earpods 😂😂😂 they should’ve included already airpods pro with such expensive setup,2021-12-03T10:41:39Z,0,0
Ashwin Status Studio,"<a href=""https://youtu.be/i66Law7uHBI"">https://youtu.be/i66Law7uHBI</a>",2021-12-03T10:41:19Z,0,0
Aman sings,Price toh bata dete guruji😣,2021-12-03T10:41:12Z,0,0
The Farhan's Notes,Really unique...,2021-12-03T10:41:12Z,0,0
Ashwin Status Studio,"<a href=""https://youtu.be/i66Law7uHBI"">https://youtu.be/i66Law7uHBI</a>",2021-12-03T10:41:03Z,0,0
THE HARSHU WORLD,",",2021-12-03T10:40:52Z,0,0
Vishal Nawale 0248,<b>nice</b>,2021-12-03T10:40:45Z,0,0
Rahul Dahayat,Congratulation bro ab purana phone mere ko de do❣️🤍❣️,2021-12-03T10:40:36Z,0,0
Om Patel,Pocket mein kese rakho ge phone ko,2021-12-03T10:40:34Z,0,0
Ashwin Status Studio,"<a href=""https://youtu.be/i66Law7uHBI"">https://youtu.be/i66Law7uHBI</a>",2021-12-03T10:40:20Z,0,0
Kamlesh Varhat,🤗🥰😍 Love from Rajasthan..🔥🔥,2021-12-03T10:40:18Z,1,0
Ashwin Status Studio,"<a href=""https://youtu.be/i66Law7uHBI"">https://youtu.be/i66Law7uHBI</a>",2021-12-03T10:40:09Z,0,0
Unknown player,kuch shabd hi nahi hai,2021-12-03T10:39:49Z,0,0
Arham,SIR AP ITNE SARE MOBILES KA KARTE KYA HO,2021-12-03T10:39:37Z,1,0
Karla,Itni zyada ameeri dhikhaoge tho me unsub kardunga... Me aur nahi dhek saktha 🙏,2021-12-03T10:39:29Z,0,0
_AkhlaQue_ _AhMad_,Oh Bhai!!! 🔥🔥🔥,2021-12-03T10:39:21Z,0,0
Arham,Wow 😲 it&#39;s just Amezing ❤️❤️❤️❤️❤️❤️,2021-12-03T10:39:15Z,1,1
yashParkhe,❤❤❤❤❤❤❤❤❤❤❤❤,2021-12-03T10:38:37Z,0,0
Sahil Patel,🔥🔥🔥,2021-12-03T10:38:35Z,1,0
Mradul Bhardwaj,He be like: dakho gareebo… jal rahi ha na tumari !! 😂😂,2021-12-03T10:38:24Z,1,0
Sandeep Kumar Yadav,Ye clock apaka real time bta rahi hai,2021-12-03T10:38:19Z,0,0
mr_Honey,"<a href=""http://www.youtube.com/results?search_query=%23tgfamily"">#TGFamily</a>",2021-12-03T10:38:11Z,0,0
Tech Gamer 100,Bakar ha normal I phone is ok,2021-12-03T10:37:38Z,0,0
Suman Das,🔥🔥,2021-12-03T10:37:29Z,0,0
shivam shukla,Amazing video ⚡🔥,2021-12-03T10:37:20Z,0,0
Boycott🚫BJP🚫,Bahut hi ghatiya 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,2021-12-03T10:37:18Z,0,0
Ashish Kumar Sahu,"Mujhe roona agaya😢😢😢,jealousy",2021-12-03T10:36:58Z,0,0
Prananjay Shinde,"Gazab phone hai guruji. <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",2021-12-03T10:36:55Z,0,0
Saksham Jhanji,Bai S22 ke sath bi yahi karna,2021-12-03T10:36:17Z,0,0
PALASH ROY,Giveaway please.,2021-12-03T10:36:03Z,0,0
whatsapp Status,❤️❤️👍,2021-12-03T10:35:59Z,0,0
Daksh Raina,Love you guruji,2021-12-03T10:35:53Z,1,0
TURBO Short Almas,Very nice 👍👍👍👍,2021-12-03T10:35:52Z,0,0
Utkarsh Gupta,I have only 1 phone and i am proud of it.😅👍,2021-12-03T10:35:30Z,1,0
Mᴏʜᴀᴍᴍᴀᴅ Oᴍᴀɪʀ,Logo kidar hain,2021-12-03T10:35:09Z,0,0
LateComer,matlab sir kitni baar dil loge ek hi to hai❤️❤️,2021-12-03T10:35:05Z,0,0
V X E op,Full spot ❤️💗,2021-12-03T10:34:59Z,1,0
Om,Awesome Guruji 🤩,2021-12-03T10:34:58Z,0,0
Jaskaran Singh,"<a href=""https://www.youtube.com/watch?v=_xzA-_L0zK4&amp;t=8m20s"">8:20</a> Garrebo tum rehne do , tumse na ho paye 😂😂🤣😂",2021-12-03T10:34:54Z,0,0
Mudasir Hussain,😲 wow,2021-12-03T10:34:45Z,0,0
Shashank yadav,Humare yaha isko dublicate manenge,2021-12-03T10:34:26Z,0,0
Kshithij karthy .v. Kshithij karthy .v.,If I compare nokia to this phone Nokia is the best,2021-12-03T10:33:47Z,0,0
Abhishek Kesharwani,Legend want drop test 😎,2021-12-03T10:33:41Z,0,0
Khagesh Sungadi,Omg omg omg,2021-12-03T10:33:24Z,0,0
JEETU HARDASANI,Amazing Bro 👍🏻<br>Jai Hind Vande Mataram 🇮🇳🇮🇳,2021-12-03T10:32:34Z,0,0
Chandrashekhar Mlkar,Awesome 👍👍 bhiya,2021-12-03T10:32:15Z,0,0
Anil vala,OMG,2021-12-03T10:31:56Z,0,0
POKÉMON Official,Guruji aap is phone ka drop test kab koroge ?,2021-12-03T10:31:30Z,1,0
Vinod,Ok 👌👌👌👌👌,2021-12-03T10:30:48Z,0,0
shivam,Any one can get it then lucky also,2021-12-03T10:30:44Z,0,0
Aatir,😀😀😀,2021-12-03T10:30:29Z,0,0
bidhan biswas,Life ho to aisa. Love you bro☺️😘,2021-12-03T10:30:26Z,0,0
Zero,Apka video khatai zeher 🥰 sach main apka jaisa video koi na bana ta bhaiya ap hamesa kuch na kuch naya lata hi rahteho dil jeet leya app na vaiya kass mera pass v ek i phone hota 🥰 love dilsa 🥰,2021-12-03T10:30:06Z,0,0
shivam,Special phone love it,2021-12-03T10:30:06Z,0,0
Jayesh Thakare,"Apke I phone 13 ki price:35,42,900 <br>35lakh,42k,900 rs hai",2021-12-03T10:29:53Z,0,0
Espend,Matlab iphone 12 ka giveaway announcement aayebala hai😁,2021-12-03T10:29:52Z,0,0
Muhammad Ruwaif,price chahaiye,2021-12-03T10:29:49Z,0,0
Jaskaran Singh,"Guruji :- Tum bhi thora dekhlo Gareebo, Fir mat kehna dekhya nahi 🤣🤣🤣",2021-12-03T10:29:43Z,0,0
Muhammad Ruwaif,we need to know the price,2021-12-03T10:29:41Z,0,0
Jayaprakash,Bhaiya Giveaway me Dedo na,2021-12-03T10:29:40Z,0,0
chotku c,Hi guruji,2021-12-03T10:29:36Z,0,0
Mukesh Sahu,"<a href=""http://www.youtube.com/results?search_query=%23tgfamily"">#TGFamily</a> ❤️👍",2021-12-03T10:29:30Z,0,0
DESTINY OF FITNESS,Piche wala glass tut gaya toh  🤣🤣 iske toh cover bhi nhi chada payenge. 😂😂😂 Aur glass me scratches ah gaya toh 😂 😁😁 humko yeh nhi chahiye humko bas ek ipad dedo 😂😂,2021-12-03T10:28:55Z,0,0
prajwal555,Solid gold🤪🤯💢😈,2021-12-03T10:28:50Z,1,0
shivam,Not seen in other channels one of this Channel only tnq u guru,2021-12-03T10:28:48Z,0,0
Mr tech BEAST,Guess the price ???💥💥,2021-12-03T10:28:28Z,0,0
Apoorv Tyagi,Gaurav bhaiya be like-Mza aaya gya bilkul😉,2021-12-03T10:28:21Z,2,0
Tarsem Kashyap,Previous smartphones ke giveaway results to announce kar do guru ji....,2021-12-03T10:28:10Z,0,0
𝟲𝗧𝟵乡𝗞𝘀𝗵𝗶𝗧𝗶𝗷,Sir ek baar DropTest karke dikhao na 😂🤣🤣,2021-12-03T10:28:04Z,0,0
MEHUL BILWAL,TG Edition .....bhot Hard...,2021-12-03T10:28:03Z,0,0
10b79Aadityakadam,Koi giveaway nahi hota😠😡🤬,2021-12-03T10:27:59Z,0,0
Sumant Vashishtha,Imagine guru ji playing BGMI on this,2021-12-03T10:27:39Z,1,1
Vikram Mane,Giveaway kardo,2021-12-03T10:27:33Z,0,0
10b79Aadityakadam,Sala kisi ko fon nahi deta<br>Dogala hai,2021-12-03T10:27:32Z,0,0
Mahi Pal,बहुत-बहुत बधाई और शुभकामनाएं गौरव भाई,2021-12-03T10:27:24Z,0,0
ANUJ Sangroli,Mujhe dede bhai😁😆😆😆😆😆😂😂🤣😭😭🤟🤟,2021-12-03T10:27:23Z,1,0
DARK SOUL 2,Bhai apple ka logo toh premium hi rahega 😍😍🥰<br>Lekin this was osm🥰🥰,2021-12-03T10:27:21Z,0,0
Gaurav india gamer,Main samay hu  <br>Ha ha 🤣🤣🤣,2021-12-03T10:27:04Z,0,0
10b79Aadityakadam,Fukta insan hai,2021-12-03T10:27:03Z,0,0
Jaskaran Singh,Fact :- Dekhenge sabh but Milega kisi ko nahi 🙅,2021-12-03T10:26:43Z,0,0
Safalta Fix,Bhai phone ek din ke liye doge bas ek din ke liye gaurav bhai,2021-12-03T10:26:20Z,0,0
Bihari Vlogger Ayush,Giveaway kab kijiye ga ?,2021-12-03T10:26:18Z,0,0
Shorts Anonymous,Mahabharat wali feeling,2021-12-03T10:26:13Z,0,0
Aditya Kumar,Bhai apne personal channel pr hi dalni thi 🙂,2021-12-03T10:26:13Z,0,0
Rupak Nand,Sir abhi tak purane giveaway ka winner pata nai chala kon hai itne bar participate kiye video like share kiye kabi kuch nai mila,2021-12-03T10:25:53Z,0,0
status world,It&#39;s amazing,2021-12-03T10:25:51Z,0,0
status world,Woww,2021-12-03T10:25:46Z,0,0
funclub,"<a href=""https://youtube.com/shorts/4zVjdKjE4Og?feature=share"">https://youtube.com/shorts/4zVjdKjE4Og?feature=share</a>",2021-12-03T10:25:30Z,0,0
Reshma suravkar,Nice 😊👍😘😘,2021-12-03T10:25:19Z,0,0
Shaik Sohail,There is no information about price 😕 in video <br>Price not mention,2021-12-03T10:25:18Z,0,0
Navjeet Singh,Guruji  is cheap Nita Ambani<br> Iphone 6 falcan,2021-12-03T10:25:15Z,0,0
PSGA Vines,Sir I&#39;m big fan you💕<br>Tqsm sir itna kuch batane ke lye phone ke ek ek<br>Fetus aap batate ho all wase thanku sir,2021-12-03T10:25:12Z,0,0
The Mahesh Bhalerao show,Are kitna kharcha karta hain bhai tu...,2021-12-03T10:25:08Z,0,0
The Cartoon-Club,Who all dream it,2021-12-03T10:24:56Z,0,0
Rahul Rock,💥💥💥,2021-12-03T10:24:50Z,0,0
PRITAM PARUI,Price kitne hai?,2021-12-03T10:24:45Z,0,0
vibhu gupta,Price please 🥺,2021-12-03T10:24:40Z,0,0
PK Rk creation,Why not you make android limited edition phone like Samsung galaxy s21 ulta,2021-12-03T10:24:21Z,0,0
Ultra tech,Love from🇧🇩🇧🇩🇧🇩,2021-12-03T10:24:14Z,1,0
Neelanjan,❤️,2021-12-03T10:24:13Z,0,0
Hunter Shab,Dikhana kya chate ho😂😂,2021-12-03T10:23:32Z,1,0
LIVE TRADER,BHAI KIDNEY LE LO AUR DE DO YE PHONE🤣🤣🤣🤣🤣,2021-12-03T10:23:18Z,0,0
Guru is LIVE,"One Thing I notice,       💐RIP WIRELESS CHARGING💐 <br>Waah Bette🤣😂",2021-12-03T10:22:59Z,1,0
Raj tech vlogs,kitna ghatia lag raha ha watch k satth mai,2021-12-03T10:22:55Z,0,0
Jeck editing,Kuch khas nhi he 🙁🙁🙁🙁,2021-12-03T10:22:48Z,0,0
KISHAN MAIYAD,"Congratulations <a href=""http://www.youtube.com/results?search_query=%23guruji"">#Guruji</a> <a href=""http://www.youtube.com/results?search_query=%23tgfamily"">#TGFamily</a> World best ever Smart phone limited edition one of one",2021-12-03T10:22:06Z,2,0
TechnoPhobia,Intro change kro sir bhout din ho gye yhi dekh rhe h!,2021-12-03T10:21:32Z,1,0
shivam Gangwar,Love you guruji,2021-12-03T10:21:01Z,0,0
Memes_R_ 4_Real,Gurujii... Price kya he📱📱📱,2021-12-03T10:20:56Z,0,0
Joshi Mitesh,कोई शब्द नहीं है भाई 🔥🔥🔥🔥🔥<br>🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌<br>But I like में समय हूं ❤️❤️❤️,2021-12-03T10:20:49Z,0,0
Indra Bora,Aarehh Guruji sabko jala kyu rahe ho yaar 🤧😥,2021-12-03T10:20:39Z,1,0
Mogle Shankar vithal,Yr Brother mujhe bhi dilao yr iphone 13 pro max,2021-12-03T10:20:23Z,0,0
Prateek Chaudhary,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥🇳🇵🇳🇵,2021-12-03T10:20:22Z,1,0
SK FÈRØZ,Hats off 💚to who made this masterpiece,2021-12-03T10:20:02Z,31,1
lovetbs,Congratulations🎉🎉🎉🎉🎉 Good Phone Sir,2021-12-03T10:19:37Z,0,0
RØMEØ GAMER,Indian price bata do guru ji  or karwana ho to kese karwayenge,2021-12-03T10:18:44Z,0,0
anything,लगभग 16000 usd,2021-12-03T10:18:16Z,0,0
Ankit Havaldar,Bhai phone ki prize to batao plz,2021-12-03T10:17:47Z,0,0
Sandeep Singh,Enjoy the life,2021-12-03T10:17:33Z,0,0
Bijaya patra,"Sir ka kya hai who toh iski qimat sirf ishi video ka add main sa hi kama langa, hum bas  🐒",2021-12-03T10:17:22Z,0,0
Guru is LIVE,Sir Aap hme batate ho ki Jalate 🔥 ho.,2021-12-03T10:17:17Z,1,0
Ranjan Rai,Wa indians kitne rich ha,2021-12-03T10:17:07Z,0,0
Pooja Hegde,Bade log bade shaok...1 cr ka to hoga hi😊😊😊,2021-12-03T10:16:50Z,0,0
Piyush Kumar,How much price in indian rupess???,2021-12-03T10:16:39Z,0,0
Ratish Ahuja,Class redefined.,2021-12-03T10:16:24Z,0,0
Satyam Roy Yt 91,👎👎👎👎👎👎👎,2021-12-03T10:16:03Z,0,0
Jeshan Tech,Very nice video,2021-12-03T10:15:56Z,0,0
1.6 Kilometer Morales,Ab next Money Heist Technical Guruji ke Ghar mai hone wala hai!!,2021-12-03T10:15:43Z,0,0
Aditya Kumar,Wah Guruji Chah Gaye aap toh!,2021-12-03T10:15:35Z,1,0
Satyam Roy Yt 91,It&#39;s nothing other than wasting money 💰💸,2021-12-03T10:15:34Z,0,0
night gamer,Give away of iphone,2021-12-03T10:15:34Z,0,0
Nitin Raikwar,<b>Premium</b> 🤑🔥<br><b>Luxury</b> 🤑🔥<br><b>Exclusive</b> 🤑🔥<br><b>Richness</b> 🤑🔥<br><b>Kuch aur hai is phone ko bolne ke liye😅</b>,2021-12-03T10:15:23Z,1,0
Saurabh Shewale,Duniya ka  8 va ajubaaa🖤,2021-12-03T10:15:13Z,0,0
Shaik Azam,U and this both r unique <br>Use aap karo feel hum karenge <br>Congrats,2021-12-03T10:15:05Z,0,0
Yash Jain,flex,2021-12-03T10:14:52Z,0,0
Nitin Raikwar,<b>Congratulations 🎉for this masterpiece 🔥🤑</b>,2021-12-03T10:14:13Z,20,1
bhargab das,Omg ❤️,2021-12-03T10:14:11Z,0,0
Ayush AC,Is kids will say after 5 years dad which dubai treasure you steal,2021-12-03T10:14:07Z,0,0
#Gaming*God !,iska giveaway nahin karoge ?,2021-12-03T10:13:49Z,0,0
Aniruddha Rabha,Opopop,2021-12-03T10:13:26Z,0,0
Subhodeep Deb,Congratulations Guruji ☺️,2021-12-03T10:13:14Z,0,0
Mayank Tiwari,Sir ek problem h,2021-12-03T10:12:54Z,0,0
Season 99 Official,Nice 👍,2021-12-03T10:12:53Z,0,0
himanshu lakhani,🔥 🔥🔥🔥🔥,2021-12-03T10:12:51Z,0,0
AJAY GAUTAM,I m jealous😒😍🙄Hum to redmi se hi ka am chala rahe hai....,2021-12-03T10:12:09Z,0,0
Laxman Solanki ♥️♥️,Love you Guruji big fen Hu me 🙏🙏🙏,2021-12-03T10:12:03Z,0,0
Prasad Mohite,"Mujhe malum he price, apne ise customise karne ke liye 1.2cr kharch kiya he.",2021-12-03T10:11:41Z,0,0
manoj rawal,Suna hai gaurav iska giveaway kar raha hai.....,2021-12-03T10:11:36Z,0,0
Balveer Singh,The intro🔥🔥 as always,2021-12-03T10:11:20Z,4,1
Ulamo Tika,Endera  elu,2021-12-03T10:11:11Z,0,0
A TO Z Official Vlog,Very Nice Looking 👌 👍 👏,2021-12-03T10:11:10Z,0,0
Krishna kundan,Price bata do bhaiya please and ise aap 1cr wale se replace kar dijiyega kya?,2021-12-03T10:10:43Z,0,0
AJAY GAUTAM,Maar daala sir... Love you😘😘🤟❤❤❤,2021-12-03T10:10:38Z,0,0
A TO Z Official Vlog,I&#39;m Very like u too,2021-12-03T10:10:36Z,0,0
जय हिंद,जय हिन्द 🇮🇳,2021-12-03T10:10:22Z,0,0
learn with Subho,Sirf support ki Jorurat hai🙏,2021-12-03T10:10:22Z,0,0
𝗠𝗿.𝗔𝗽𝗽𝗹𝗲,Very Unique 😯😯😯😯😯😯😯😯😯,2021-12-03T10:10:15Z,0,0
HIMANSHU,Price bta do yrr🙂,2021-12-03T10:09:54Z,1,0
Nehit Vasavada,Bhai show of mat karo,2021-12-03T10:09:50Z,1,0
TUSHAR PANDEY,Wah Gurujii Maja aa gaya 🥰🥰🥰😱😱😱,2021-12-03T10:09:35Z,0,0
Shyam Baraiya,Best,2021-12-03T10:09:35Z,1,0
Sudarsh K,chapri mobile dikh raha hai,2021-12-03T10:09:25Z,0,0
Divyaraj Singh,Case nahi meilega sadly iske liye,2021-12-03T10:09:21Z,0,0
mihir dhimmar,Amazing clock print,2021-12-03T10:09:11Z,0,0
yash harsora,Apka iphone ka name &quot;parad of the planet golden&quot; hai,2021-12-03T10:08:47Z,0,0
Sameer,14680 $ cost he is phone ki,2021-12-03T10:08:42Z,0,0
technical superheroes,Kya fayda,2021-12-03T10:08:37Z,1,0
SUMAN MANDAL,Iska price mein to poori life chala jayega😂,2021-12-03T10:08:21Z,1,0
Juber Khan,Nice bro,2021-12-03T10:08:14Z,0,0
Shubham Jain,arrey PRICE batate to sahi 😅😅😅😅😅😅,2021-12-03T10:08:10Z,0,0
Hennessey Shelby,It&#39;s just like a pizza with extra cheese,2021-12-03T10:07:55Z,0,0
MrBeast Max,How many middle class viewers are there🙂💔💔,2021-12-03T10:07:22Z,1,0
Chanchal Thakur,That line mai samaye hu reminds me of the Mahabharat serial.,2021-12-03T10:07:16Z,0,0
Let's make life simpler,Beautiful,2021-12-03T10:07:12Z,0,0
Defence Asprint Sonu,💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪⚔️⚔️⚔️💪⚔️💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚔️⚔️⚔️❤️❤️❤️❤️❤️⚔️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚔️⚔️⚔️⚔️⚔️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚔️⚔️⚔️⚔️❤️❤️❤️❤️❤️❤️❤️⚔️⚔️⚔️❤️❤️❤️⚔️⚔️⚔️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚔️⚔️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚔️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️⚔️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🙂🙂🙂🙂❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚔️❤️❤️⚔️⚔️⚔️⚔️❤️⚔️⚔️⚔️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ love u giruji,2021-12-03T10:07:00Z,1,0
Ashad Khan,He is very very lucky,2021-12-03T10:06:58Z,0,0
Minakshi Bharad,Studio tour Karo sir im very excited🔥🔥🔥,2021-12-03T10:06:55Z,0,0
NAGARAJU chitty,Kya kamalka introduceing mai samay hu.....😍,2021-12-03T10:06:46Z,0,0
COMMING SOON...,There is not a clock in apple phone thats why they give that at the back of iphone,2021-12-03T10:06:31Z,0,0
Anshu Maji,Price bolo,2021-12-03T10:06:29Z,0,0
HINDI DJ SONG 2M,Hindi DJ song,2021-12-03T10:06:17Z,0,0
HINDI DJ SONG 2M,Hello bhai log,2021-12-03T10:06:11Z,0,0
Mahender Singh,Jai hind sir ✅ love u guruji ✅ 💖 💓,2021-12-03T10:06:09Z,0,0
mubin qureshi,Awesome phone looking damn good 👍,2021-12-03T10:05:57Z,0,3
Prashant Chauhan,Karidta ha is phone ko kal,2021-12-03T10:05:35Z,0,0
Maverick Rohit,OMG 😱 - Just WOW,2021-12-03T10:05:35Z,0,0
Pranay Mule,Bakvas,2021-12-03T10:05:35Z,0,0
Irfan Khan,Best look this iphone ❤️,2021-12-03T10:05:24Z,0,0
MM,mahabharat ki yaad dila di mai samay huuuuuuuuuuuuuuuuuuuuuuuuu............................................................,2021-12-03T10:05:03Z,0,0
Ashok Badekar,Bhaiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii<br>🤑 Richest,2021-12-03T10:04:58Z,0,0
A TO Z Official Vlog,"You don&#39;t gift anything to us, so now I like your video, even if I watch it, then I share your video!",2021-12-03T10:04:42Z,0,0
Satyaprakash Kumar Singh,Bahut hi adbhut phone aaya hai aur mere taraf se shubhkamna hai Bhagwan gaye aap tak 30 million bahut jaldi pura hun 🙏,2021-12-03T10:04:41Z,0,0
Anirudhya Batabyal,Nice,2021-12-03T10:04:37Z,1,0
cutie ravi,Love you bhai from haryana,2021-12-03T10:04:29Z,0,0
Neeraj Mahour,Kaya bat h guru ji,2021-12-03T10:04:26Z,0,0
Nagesh Patil,Guruji ek number custom design hai bhothi pyara,2021-12-03T10:04:24Z,0,0
Divesh Singh,Bhut badhiya bhaiya,2021-12-03T10:04:17Z,0,0
Manish Dharaiya,<b><i>truly luxurious 👏👏👏</i></b>,2021-12-03T10:04:00Z,5,1
Dinesh Ghelot,Fun question ❓<br>Guruji ne kitne baar sahi word use kia h...😆❓<br>Comment fast,2021-12-03T10:03:18Z,0,0
Lawkush Verma,Mujhe de dijiye 🥺😐,2021-12-03T10:03:16Z,0,0
A TO Z Official Vlog,"I watch your Maihar video a lot, even then I am not going to get anything, even then I watch.",2021-12-03T10:02:59Z,0,0
Prakash Bhardwaj,😀This 🎬video powered by Mahabharat😂😂✍️,2021-12-03T10:02:48Z,0,0
Alfaz,who all just waited and paused&quot;tho chaliye shuru karthe hai&quot;n smiled ❤😂,2021-12-03T10:02:42Z,7,1
Sajid ansari,Gaurav bhai mujhe de do 😁🤭,2021-12-03T10:02:29Z,0,0
No.1 Kalolbaaz,Ustaad g eska giveaway kyu nahi karte.... 🔥🔥,2021-12-03T10:02:27Z,0,0
Mayank Sahu,Ekat Purana smartphone Ho Jo aap use Na krte Ho Use Hame bhi De Do kr Do sir 😛😄😁🙏🏻,2021-12-03T10:02:23Z,0,0
ayush singh,Wah kya baat hai sir ji,2021-12-03T10:02:20Z,0,0
mg Nawab,Good work👍,2021-12-03T10:02:20Z,0,0
M.S.A Team,Give me you iphone 13 please,2021-12-03T10:02:13Z,1,0
Mr. Rk,Price kya he bata do please 😭,2021-12-03T10:01:49Z,0,0
A TO Z Official Vlog,i like you very much and i like your video too but i can&#39;t get anything,2021-12-03T10:01:42Z,0,0
MINE BOY,Give me I phone 13 because I need for me😀😀😀😀😀,2021-12-03T10:01:34Z,0,0
wrestling speed,Give away kardo 😁😁😁,2021-12-03T10:01:32Z,0,0
Boombruh Gaming,Pro max hota toh shi lgta,2021-12-03T10:01:32Z,0,0
Layham Layham,Yaar English me bhi videos banaw bhaui,2021-12-03T10:01:19Z,0,0
Ask Top10,Nice,2021-12-03T10:01:16Z,0,0
Vaibhav Notes,"Bhaisahab, kuch jyada nhi hua 😐",2021-12-03T10:01:08Z,1,0
Layham Layham,Amazing maza aagya,2021-12-03T10:01:05Z,0,0
A TO Z Official Vlog,I watch your videos a lot even if I don&#39;t get anything leave yours I watch a lot of youtube videos hard time unboxing.,2021-12-03T10:01:00Z,0,0
Mohit Dongarwar,11 lakh ka I phone 13promax ...nice,2021-12-03T10:00:59Z,0,0
Shiva Wagh,Gift kar do tg sir,2021-12-03T10:00:50Z,0,0
Manish Agarwal,"The legendary, the ultimate iPhone 🔥🔥🔥🔥",2021-12-03T10:00:42Z,2,1
aditya raj,Why not iphone 13 pro (Max) guru ji 🤔,2021-12-03T10:00:34Z,0,0
Ashok Kumar Sahu,"Ek baat bolun technical guruji me aapke videos bahut pahle se dekh raha tha pahle bhi kuch animation editing nahi thi aab bhi nahi he na views aaj kaal aate hain na likes ,apna video quality badhao animations ke saath editings ke saath and ek baat bolun bura maat lagana 1 1 lakhs ke iphone giveaway na karke samsung ya koi bhi achese brand ka budget smart phone bhi dedo na giveaway me toh 10 log ke badle 100 logon ko milega phone aur baas delhi chodke baki states jake bhi kardiya karo kabhi",2021-12-03T10:00:25Z,1,0
MUTASIM__BILLAH💜💜,🅞🅥🅔🅡...... 🙃,2021-12-03T10:00:00Z,0,0
Abdul Aziz,Just waste your money😏😏,2021-12-03T09:59:58Z,0,0
Shrawan Singh Chauhan,Phone jeb me dalenge kese 😄😄😄,2021-12-03T09:59:52Z,0,0
Manash world,Ek bar haath se gira sara paisa barbaad 🤣🤣,2021-12-03T09:59:50Z,1,0
RP Viral Experiment,ONLY THIS MAN HAS POWER TO KEEP AROUND 21.9 PEOPLE IN  HIS HEART ❤❤LOVE YOU guruji BHAI .....<br>Keep you supporting me,2021-12-03T09:59:39Z,17,1
A TO Z Official Vlog,"Have seen a lot in your video, have seen more video of unboxing, then I share your video, give it time",2021-12-03T09:59:39Z,0,0
Md Chhotu,Wah... Kya......bat hai guru g,2021-12-03T09:59:04Z,0,0
Sufiyan Dhanse,I phone 13 pro Maxx = this I  phone <br>What is the phone purpose?<br>Help indian poor people some people  are not given one time food on him feet .,2021-12-03T09:59:03Z,1,0
